Month,Agency,Projection,Recovery
11/1/2022,BT,Best Case (May 2020),1
11/1/2022,BT,Midpoint (May 2020),1
11/1/2022,BT,Worst Case (May 2020),1
11/1/2022,BT,Best Case (Nov 2020),1
11/1/2022,BT,Midpoint (Nov 2020),0.97
11/1/2022,BT,Worst Case (Nov 2020),0.94
11/1/2022,BT,Best Case (Dec 2020),1
11/1/2022,BT,Midpoint (Dec 2020),0.97
11/1/2022,BT,Worst Case (Dec 2020),0.94
11/1/2022,MTA Consolidated,Best Case (May 2020),1
11/1/2022,MTA Consolidated,Midpoint (May 2020),0.925
11/1/2022,MTA Consolidated,Worst Case (May 2020),0.85
11/1/2022,MTA Consolidated,Best Case (Nov 2020),0.89
11/1/2022,MTA Consolidated,Midpoint (Nov 2020),0.775
11/1/2022,MTA Consolidated,Worst Case (Nov 2020),0.66
11/1/2022,MTA Consolidated,Best Case (Dec 2020),0.9
11/1/2022,MTA Consolidated,Midpoint (Dec 2020),0.845
11/1/2022,MTA Consolidated,Worst Case (Dec 2020),0.79
11/1/2022,MTA Consolidated,Best Case (Apr 2022),0.6848
11/1/2022,MTA Consolidated,Midpoint (Apr 2022),0.6511
11/1/2022,MTA Consolidated,Worst Case (Apr 2022),0.6174
12/1/2022,Subway,Best Case (Dec 2020),0.91
12/1/2022,Subway,Midpoint (Dec 2020),0.855
12/1/2022,Subway,Worst Case (Dec 2020),0.8
12/1/2022,Subway,Best Case (Apr 2022),0.677
12/1/2022,Subway,Midpoint (Apr 2022),0.644
12/1/2022,Subway,Worst Case (Apr 2022),0.611
12/1/2022,Bus,Best Case (Dec 2020),0.9
12/1/2022,Bus,Midpoint (Dec 2020),0.855
12/1/2022,Bus,Worst Case (Dec 2020),0.81
12/1/2022,Bus,Best Case (Apr 2022),0.724
12/1/2022,Bus,Midpoint (Apr 2022),0.6815
12/1/2022,Bus,Worst Case (Apr 2022),0.639
12/1/2022,LIRR,Best Case (Dec 2020),0.85
12/1/2022,LIRR,Midpoint (Dec 2020),0.775
12/1/2022,LIRR,Worst Case (Dec 2020),0.7
12/1/2022,LIRR,Best Case (Apr 2022),0.665
12/1/2022,LIRR,Midpoint (Apr 2022),0.629
12/1/2022,LIRR,Worst Case (Apr 2022),0.593
12/1/2022,MNR,Best Case (Dec 2020),0.83
12/1/2022,MNR,Midpoint (Dec 2020),0.74
12/1/2022,MNR,Worst Case (Dec 2020),0.65
12/1/2022,MNR,Best Case (Apr 2022),0.61
12/1/2022,MNR,Midpoint (Apr 2022),0.5759
12/1/2022,MNR,Worst Case (Apr 2022),0.541
12/1/2022,SIR,Best Case (Dec 2020),0.91
12/1/2022,SIR,Midpoint (Dec 2020),0.855
12/1/2022,SIR,Worst Case (Dec 2020),0.8
12/1/2022,SIR,Best Case (Apr 2022),0.677
12/1/2022,SIR,Midpoint (Apr 2022),0.6107
12/1/2022,SIR,Worst Case (Apr 2022),0.611
12/1/2022,BT,Best Case (May 2020),1
12/1/2022,BT,Midpoint (May 2020),1
12/1/2022,BT,Worst Case (May 2020),1
12/1/2022,BT,Best Case (Nov 2020),1
12/1/2022,BT,Midpoint (Nov 2020),0.97
12/1/2022,BT,Worst Case (Nov 2020),0.94
12/1/2022,BT,Best Case (Dec 2020),1
12/1/2022,BT,Midpoint (Dec 2020),0.97
12/1/2022,BT,Worst Case (Dec 2020),0.94
12/1/2022,MTA Consolidated,Best Case (May 2020),1
12/1/2022,MTA Consolidated,Midpoint (May 2020),0.95
12/1/2022,MTA Consolidated,Worst Case (May 2020),0.9
12/1/2022,MTA Consolidated,Best Case (Nov 2020),0.89
12/1/2022,MTA Consolidated,Midpoint (Nov 2020),0.775
12/1/2022,MTA Consolidated,Worst Case (Nov 2020),0.66
12/1/2022,MTA Consolidated,Best Case (Dec 2020),0.9
12/1/2022,MTA Consolidated,Midpoint (Dec 2020),0.845
12/1/2022,MTA Consolidated,Worst Case (Dec 2020),0.79
12/1/2022,MTA Consolidated,Best Case (Apr 2022),0.686
12/1/2022,MTA Consolidated,Midpoint (Apr 2022),0.65
12/1/2022,MTA Consolidated,Worst Case (Apr 2022),0.615
1/1/2023,Subway,Best Case (Dec 2020),0.91
1/1/2023,Subway,Midpoint (Dec 2020),0.865
1/1/2023,Subway,Worst Case (Dec 2020),0.82
1/1/2023,Subway,Best Case (Apr 2022),0.672
1/1/2023,Subway,Midpoint (Apr 2022),0.6367
1/1/2023,Subway,Worst Case (Apr 2022),0.601
1/1/2023,Bus,Best Case (Dec 2020),0.9
1/1/2023,Bus,Midpoint (Dec 2020),0.865
1/1/2023,Bus,Worst Case (Dec 2020),0.83
1/1/2023,Bus,Best Case (Apr 2022),0.713
1/1/2023,Bus,Midpoint (Apr 2022),0.6694
1/1/2023,Bus,Worst Case (Apr 2022),0.626
1/1/2023,LIRR,Best Case (Dec 2020),0.86
1/1/2023,LIRR,Midpoint (Dec 2020),0.785
1/1/2023,LIRR,Worst Case (Dec 2020),0.71
1/1/2023,LIRR,Best Case (Apr 2022),0.67
1/1/2023,LIRR,Midpoint (Apr 2022),0.6299
1/1/2023,LIRR,Worst Case (Apr 2022),0.59
1/1/2023,MNR,Best Case (Dec 2020),0.83
1/1/2023,MNR,Midpoint (Dec 2020),0.74
1/1/2023,MNR,Worst Case (Dec 2020),0.65
1/1/2023,MNR,Best Case (Apr 2022),0.616
1/1/2023,MNR,Midpoint (Apr 2022),0.5774
1/1/2023,MNR,Worst Case (Apr 2022),0.539
1/1/2023,SIR,Best Case (Dec 2020),0.91
1/1/2023,SIR,Midpoint (Dec 2020),0.865
1/1/2023,SIR,Worst Case (Dec 2020),0.82
1/1/2023,SIR,Best Case (Apr 2022),0.672
1/1/2023,SIR,Midpoint (Apr 2022),0.601
1/1/2023,SIR,Worst Case (Apr 2022),0.601
1/1/2023,BT,Best Case (May 2020),1
1/1/2023,BT,Midpoint (May 2020),1
1/1/2023,BT,Worst Case (May 2020),1
1/1/2023,BT,Best Case (Nov 2020),1
1/1/2023,BT,Midpoint (Nov 2020),0.97
1/1/2023,BT,Worst Case (Nov 2020),0.94
1/1/2023,BT,Best Case (Dec 2020),1
1/1/2023,BT,Midpoint (Dec 2020),0.97
1/1/2023,BT,Worst Case (Dec 2020),0.94
1/1/2023,MTA Consolidated,Best Case (May 2020),1
1/1/2023,MTA Consolidated,Midpoint (May 2020),0.975
1/1/2023,MTA Consolidated,Worst Case (May 2020),0.95
1/1/2023,MTA Consolidated,Best Case (Nov 2020),0.9
1/1/2023,MTA Consolidated,Midpoint (Nov 2020),0.79
1/1/2023,MTA Consolidated,Worst Case (Nov 2020),0.68
1/1/2023,MTA Consolidated,Best Case (Dec 2020),0.9
1/1/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
1/1/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
1/1/2023,MTA Consolidated,Best Case (Apr 2022),0.681
1/1/2023,MTA Consolidated,Midpoint (Apr 2022),0.643
1/1/2023,MTA Consolidated,Worst Case (Apr 2022),0.605
2/1/2023,Subway,Best Case (Dec 2020),0.91
2/1/2023,Subway,Midpoint (Dec 2020),0.865
2/1/2023,Subway,Worst Case (Dec 2020),0.82
2/1/2023,Subway,Best Case (Apr 2022),0.68
2/1/2023,Subway,Midpoint (Apr 2022),0.6419
2/1/2023,Subway,Worst Case (Apr 2022),0.604
2/1/2023,Bus,Best Case (Dec 2020),0.9
2/1/2023,Bus,Midpoint (Dec 2020),0.865
2/1/2023,Bus,Worst Case (Dec 2020),0.83
2/1/2023,Bus,Best Case (Apr 2022),0.725
2/1/2023,Bus,Midpoint (Apr 2022),0.6791
2/1/2023,Bus,Worst Case (Apr 2022),0.633
2/1/2023,LIRR,Best Case (Dec 2020),0.86
2/1/2023,LIRR,Midpoint (Dec 2020),0.785
2/1/2023,LIRR,Worst Case (Dec 2020),0.71
2/1/2023,LIRR,Best Case (Apr 2022),0.679
2/1/2023,LIRR,Midpoint (Apr 2022),0.6364
2/1/2023,LIRR,Worst Case (Apr 2022),0.594
2/1/2023,MNR,Best Case (Dec 2020),0.83
2/1/2023,MNR,Midpoint (Dec 2020),0.74
2/1/2023,MNR,Worst Case (Dec 2020),0.65
2/1/2023,MNR,Best Case (Apr 2022),0.625
2/1/2023,MNR,Midpoint (Apr 2022),0.5842
2/1/2023,MNR,Worst Case (Apr 2022),0.543
2/1/2023,SIR,Best Case (Dec 2020),0.91
2/1/2023,SIR,Midpoint (Dec 2020),0.865
2/1/2023,SIR,Worst Case (Dec 2020),0.82
2/1/2023,SIR,Best Case (Apr 2022),0.68
2/1/2023,SIR,Midpoint (Apr 2022),0.6042
2/1/2023,SIR,Worst Case (Apr 2022),0.604
2/1/2023,BT,Best Case (May 2020),1
2/1/2023,BT,Midpoint (May 2020),1
2/1/2023,BT,Worst Case (May 2020),1
2/1/2023,BT,Best Case (Nov 2020),1
2/1/2023,BT,Midpoint (Nov 2020),0.97
2/1/2023,BT,Worst Case (Nov 2020),0.94
2/1/2023,BT,Best Case (Dec 2020),1
2/1/2023,BT,Midpoint (Dec 2020),0.97
2/1/2023,BT,Worst Case (Dec 2020),0.94
2/1/2023,MTA Consolidated,Best Case (May 2020),1
2/1/2023,MTA Consolidated,Midpoint (May 2020),1
2/1/2023,MTA Consolidated,Worst Case (May 2020),1
2/1/2023,MTA Consolidated,Best Case (Nov 2020),0.9
2/1/2023,MTA Consolidated,Midpoint (Nov 2020),0.79
2/1/2023,MTA Consolidated,Worst Case (Nov 2020),0.68
2/1/2023,MTA Consolidated,Best Case (Dec 2020),0.9
2/1/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
2/1/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
2/1/2023,MTA Consolidated,Best Case (Apr 2022),0.689
2/1/2023,MTA Consolidated,Midpoint (Apr 2022),0.649
2/1/2023,MTA Consolidated,Worst Case (Apr 2022),0.609
3/1/2023,Subway,Best Case (Dec 2020),0.91
3/1/2023,Subway,Midpoint (Dec 2020),0.865
3/1/2023,Subway,Worst Case (Dec 2020),0.82
3/1/2023,Subway,Best Case (Apr 2022),0.687
3/1/2023,Subway,Midpoint (Apr 2022),0.6471
3/1/2023,Subway,Worst Case (Apr 2022),0.607
3/1/2023,Bus,Best Case (Dec 2020),0.9
3/1/2023,Bus,Midpoint (Dec 2020),0.865
3/1/2023,Bus,Worst Case (Dec 2020),0.83
3/1/2023,Bus,Best Case (Apr 2022),0.737
3/1/2023,Bus,Midpoint (Apr 2022),0.6889
3/1/2023,Bus,Worst Case (Apr 2022),0.641
3/1/2023,LIRR,Best Case (Dec 2020),0.86
3/1/2023,LIRR,Midpoint (Dec 2020),0.785
3/1/2023,LIRR,Worst Case (Dec 2020),0.71
3/1/2023,LIRR,Best Case (Apr 2022),0.687
3/1/2023,LIRR,Midpoint (Apr 2022),0.643
3/1/2023,LIRR,Worst Case (Apr 2022),0.599
3/1/2023,MNR,Best Case (Dec 2020),0.83
3/1/2023,MNR,Midpoint (Dec 2020),0.74
3/1/2023,MNR,Worst Case (Dec 2020),0.65
3/1/2023,MNR,Best Case (Apr 2022),0.635
3/1/2023,MNR,Midpoint (Apr 2022),0.591
3/1/2023,MNR,Worst Case (Apr 2022),0.547
3/1/2023,SIR,Best Case (Dec 2020),0.91
3/1/2023,SIR,Midpoint (Dec 2020),0.865
3/1/2023,SIR,Worst Case (Dec 2020),0.82
3/1/2023,SIR,Best Case (Apr 2022),0.687
3/1/2023,SIR,Midpoint (Apr 2022),0.6075
3/1/2023,SIR,Worst Case (Apr 2022),0.607
3/1/2023,BT,Best Case (May 2020),1
3/1/2023,BT,Midpoint (May 2020),1
3/1/2023,BT,Worst Case (May 2020),1
3/1/2023,BT,Best Case (Nov 2020),1
3/1/2023,BT,Midpoint (Nov 2020),0.97
3/1/2023,BT,Worst Case (Nov 2020),0.94
3/1/2023,BT,Best Case (Dec 2020),1
3/1/2023,BT,Midpoint (Dec 2020),0.97
3/1/2023,BT,Worst Case (Dec 2020),0.94
3/1/2023,MTA Consolidated,Best Case (May 2020),1
3/1/2023,MTA Consolidated,Midpoint (May 2020),1
3/1/2023,MTA Consolidated,Worst Case (May 2020),1
3/1/2023,MTA Consolidated,Best Case (Nov 2020),0.9
3/1/2023,MTA Consolidated,Midpoint (Nov 2020),0.79
3/1/2023,MTA Consolidated,Worst Case (Nov 2020),0.68
3/1/2023,MTA Consolidated,Best Case (Dec 2020),0.9
3/1/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
3/1/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
3/1/2023,MTA Consolidated,Best Case (Apr 2022),0.698
3/1/2023,MTA Consolidated,Midpoint (Apr 2022),0.656
3/1/2023,MTA Consolidated,Worst Case (Apr 2022),0.614
4/1/2023,Subway,Best Case (Dec 2020),0.91
4/1/2023,Subway,Midpoint (Dec 2020),0.865
4/1/2023,Subway,Worst Case (Dec 2020),0.82
4/1/2023,Subway,Best Case (Apr 2022),0.688
4/1/2023,Subway,Midpoint (Apr 2022),0.6467
4/1/2023,Subway,Worst Case (Apr 2022),0.606
4/1/2023,Bus,Best Case (Dec 2020),0.9
4/1/2023,Bus,Midpoint (Dec 2020),0.865
4/1/2023,Bus,Worst Case (Dec 2020),0.83
4/1/2023,Bus,Best Case (Apr 2022),0.751
4/1/2023,Bus,Midpoint (Apr 2022),0.7015
4/1/2023,Bus,Worst Case (Apr 2022),0.652
4/1/2023,LIRR,Best Case (Dec 2020),0.86
4/1/2023,LIRR,Midpoint (Dec 2020),0.785
4/1/2023,LIRR,Worst Case (Dec 2020),0.71
4/1/2023,LIRR,Best Case (Apr 2022),0.694
4/1/2023,LIRR,Midpoint (Apr 2022),0.6484
4/1/2023,LIRR,Worst Case (Apr 2022),0.603
4/1/2023,MNR,Best Case (Dec 2020),0.83
4/1/2023,MNR,Midpoint (Dec 2020),0.74
4/1/2023,MNR,Worst Case (Dec 2020),0.65
4/1/2023,MNR,Best Case (Apr 2022),0.644
4/1/2023,MNR,Midpoint (Apr 2022),0.5967
4/1/2023,MNR,Worst Case (Apr 2022),0.55
4/1/2023,SIR,Best Case (Dec 2020),0.91
4/1/2023,SIR,Midpoint (Dec 2020),0.865
4/1/2023,SIR,Worst Case (Dec 2020),0.82
4/1/2023,SIR,Best Case (Apr 2022),0.688
4/1/2023,SIR,Midpoint (Apr 2022),0.6055
4/1/2023,SIR,Worst Case (Apr 2022),0.606
4/1/2023,BT,Best Case (May 2020),1
4/1/2023,BT,Midpoint (May 2020),1
4/1/2023,BT,Worst Case (May 2020),1
4/1/2023,BT,Best Case (Nov 2020),1
4/1/2023,BT,Midpoint (Nov 2020),0.97
4/1/2023,BT,Worst Case (Nov 2020),0.94
4/1/2023,BT,Best Case (Dec 2020),1
4/1/2023,BT,Midpoint (Dec 2020),0.97
4/1/2023,BT,Worst Case (Dec 2020),0.94
4/1/2023,MTA Consolidated,Best Case (May 2020),1
4/1/2023,MTA Consolidated,Midpoint (May 2020),1
4/1/2023,MTA Consolidated,Worst Case (May 2020),1
4/1/2023,MTA Consolidated,Best Case (Nov 2020),0.9
4/1/2023,MTA Consolidated,Midpoint (Nov 2020),0.8
4/1/2023,MTA Consolidated,Worst Case (Nov 2020),0.7
4/1/2023,MTA Consolidated,Best Case (Dec 2020),0.9
4/1/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
4/1/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
4/1/2023,MTA Consolidated,Best Case (Apr 2022),0.703
4/1/2023,MTA Consolidated,Midpoint (Apr 2022),0.659
4/1/2023,MTA Consolidated,Worst Case (Apr 2022),0.615
5/1/2023,Subway,Best Case (Dec 2020),0.91
5/1/2023,Subway,Midpoint (Dec 2020),0.865
5/1/2023,Subway,Worst Case (Dec 2020),0.82
5/1/2023,Subway,Best Case (Apr 2022),0.701
5/1/2023,Subway,Midpoint (Apr 2022),0.6575
5/1/2023,Subway,Worst Case (Apr 2022),0.614
5/1/2023,Bus,Best Case (Dec 2020),0.9
5/1/2023,Bus,Midpoint (Dec 2020),0.865
5/1/2023,Bus,Worst Case (Dec 2020),0.83
5/1/2023,Bus,Best Case (Apr 2022),0.76
5/1/2023,Bus,Midpoint (Apr 2022),0.7085
5/1/2023,Bus,Worst Case (Apr 2022),0.657
5/1/2023,LIRR,Best Case (Dec 2020),0.86
5/1/2023,LIRR,Midpoint (Dec 2020),0.785
5/1/2023,LIRR,Worst Case (Dec 2020),0.71
5/1/2023,LIRR,Best Case (Apr 2022),0.704
5/1/2023,LIRR,Midpoint (Apr 2022),0.6561
5/1/2023,LIRR,Worst Case (Apr 2022),0.609
5/1/2023,MNR,Best Case (Dec 2020),0.83
5/1/2023,MNR,Midpoint (Dec 2020),0.74
5/1/2023,MNR,Worst Case (Dec 2020),0.65
5/1/2023,MNR,Best Case (Apr 2022),0.655
5/1/2023,MNR,Midpoint (Apr 2022),0.6046
5/1/2023,MNR,Worst Case (Apr 2022),0.554
5/1/2023,SIR,Best Case (Dec 2020),0.91
5/1/2023,SIR,Midpoint (Dec 2020),0.865
5/1/2023,SIR,Worst Case (Dec 2020),0.82
5/1/2023,SIR,Best Case (Apr 2022),0.701
5/1/2023,SIR,Midpoint (Apr 2022),0.6139
5/1/2023,SIR,Worst Case (Apr 2022),0.614
5/1/2023,BT,Best Case (May 2020),1
5/1/2023,BT,Midpoint (May 2020),1
5/1/2023,BT,Worst Case (May 2020),1
5/1/2023,BT,Best Case (Nov 2020),1
5/1/2023,BT,Midpoint (Nov 2020),0.97
5/1/2023,BT,Worst Case (Nov 2020),0.94
5/1/2023,BT,Best Case (Dec 2020),1
5/1/2023,BT,Midpoint (Dec 2020),0.97
5/1/2023,BT,Worst Case (Dec 2020),0.94
5/1/2023,MTA Consolidated,Best Case (May 2020),1
5/1/2023,MTA Consolidated,Midpoint (May 2020),1
5/1/2023,MTA Consolidated,Worst Case (May 2020),1
5/1/2023,MTA Consolidated,Best Case (Nov 2020),0.9
5/1/2023,MTA Consolidated,Midpoint (Nov 2020),0.8
5/1/2023,MTA Consolidated,Worst Case (Nov 2020),0.7
5/1/2023,MTA Consolidated,Best Case (Dec 2020),0.9
5/1/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
5/1/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
5/1/2023,MTA Consolidated,Best Case (Apr 2022),0.714
5/1/2023,MTA Consolidated,Midpoint (Apr 2022),0.668
5/1/2023,MTA Consolidated,Worst Case (Apr 2022),0.623
6/1/2023,Subway,Best Case (Dec 2020),0.91
6/1/2023,Subway,Midpoint (Dec 2020),0.865
6/1/2023,Subway,Worst Case (Dec 2020),0.82
6/1/2023,Subway,Best Case (Apr 2022),0.714
6/1/2023,Subway,Midpoint (Apr 2022),0.6684
6/1/2023,Subway,Worst Case (Apr 2022),0.622
6/1/2023,Bus,Best Case (Dec 2020),0.9
6/1/2023,Bus,Midpoint (Dec 2020),0.865
6/1/2023,Bus,Worst Case (Dec 2020),0.83
6/1/2023,Bus,Best Case (Apr 2022),0.769
6/1/2023,Bus,Midpoint (Apr 2022),0.7155
6/1/2023,Bus,Worst Case (Apr 2022),0.662
6/1/2023,LIRR,Best Case (Dec 2020),0.86
6/1/2023,LIRR,Midpoint (Dec 2020),0.785
6/1/2023,LIRR,Worst Case (Dec 2020),0.71
6/1/2023,LIRR,Best Case (Apr 2022),0.713
6/1/2023,LIRR,Midpoint (Apr 2022),0.6638
6/1/2023,LIRR,Worst Case (Apr 2022),0.614
6/1/2023,MNR,Best Case (Dec 2020),0.83
6/1/2023,MNR,Midpoint (Dec 2020),0.74
6/1/2023,MNR,Worst Case (Dec 2020),0.65
6/1/2023,MNR,Best Case (Apr 2022),0.666
6/1/2023,MNR,Midpoint (Apr 2022),0.6125
6/1/2023,MNR,Worst Case (Apr 2022),0.559
6/1/2023,SIR,Best Case (Dec 2020),0.91
6/1/2023,SIR,Midpoint (Dec 2020),0.865
6/1/2023,SIR,Worst Case (Dec 2020),0.82
6/1/2023,SIR,Best Case (Apr 2022),0.714
6/1/2023,SIR,Midpoint (Apr 2022),0.6223
6/1/2023,SIR,Worst Case (Apr 2022),0.622
6/1/2023,BT,Best Case (May 2020),1
6/1/2023,BT,Midpoint (May 2020),1
6/1/2023,BT,Worst Case (May 2020),1
6/1/2023,BT,Best Case (Nov 2020),1
6/1/2023,BT,Midpoint (Nov 2020),0.97
6/1/2023,BT,Worst Case (Nov 2020),0.94
6/1/2023,BT,Best Case (Dec 2020),1
6/1/2023,BT,Midpoint (Dec 2020),0.97
6/1/2023,BT,Worst Case (Dec 2020),0.94
6/1/2023,MTA Consolidated,Best Case (May 2020),1
6/1/2023,MTA Consolidated,Midpoint (May 2020),1
6/1/2023,MTA Consolidated,Worst Case (May 2020),1
6/1/2023,MTA Consolidated,Best Case (Nov 2020),0.9
6/1/2023,MTA Consolidated,Midpoint (Nov 2020),0.8
6/1/2023,MTA Consolidated,Worst Case (Nov 2020),0.7
6/1/2023,MTA Consolidated,Best Case (Dec 2020),0.9
6/1/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
6/1/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
6/1/2023,MTA Consolidated,Best Case (Apr 2022),0.726
6/1/2023,MTA Consolidated,Midpoint (Apr 2022),0.678
6/1/2023,MTA Consolidated,Worst Case (Apr 2022),0.63
7/1/2023,Subway,Best Case (Dec 2020),0.91
7/1/2023,Subway,Midpoint (Dec 2020),0.865
7/1/2023,Subway,Worst Case (Dec 2020),0.82
7/1/2023,Subway,Best Case (Apr 2022),0.732
7/1/2023,Subway,Midpoint (Apr 2022),0.6838
7/1/2023,Subway,Worst Case (Apr 2022),0.635
7/1/2023,Bus,Best Case (Dec 2020),0.9
7/1/2023,Bus,Midpoint (Dec 2020),0.865
7/1/2023,Bus,Worst Case (Dec 2020),0.83
7/1/2023,Bus,Best Case (Apr 2022),0.781
7/1/2023,Bus,Midpoint (Apr 2022),0.7258
7/1/2023,Bus,Worst Case (Apr 2022),0.671
7/1/2023,LIRR,Best Case (Dec 2020),0.86
7/1/2023,LIRR,Midpoint (Dec 2020),0.785
7/1/2023,LIRR,Worst Case (Dec 2020),0.71
7/1/2023,LIRR,Best Case (Apr 2022),0.721
7/1/2023,LIRR,Midpoint (Apr 2022),0.6701
7/1/2023,LIRR,Worst Case (Apr 2022),0.619
7/1/2023,MNR,Best Case (Dec 2020),0.83
7/1/2023,MNR,Midpoint (Dec 2020),0.74
7/1/2023,MNR,Worst Case (Dec 2020),0.65
7/1/2023,MNR,Best Case (Apr 2022),0.675
7/1/2023,MNR,Midpoint (Apr 2022),0.6189
7/1/2023,MNR,Worst Case (Apr 2022),0.563
7/1/2023,SIR,Best Case (Dec 2020),0.91
7/1/2023,SIR,Midpoint (Dec 2020),0.865
7/1/2023,SIR,Worst Case (Dec 2020),0.82
7/1/2023,SIR,Best Case (Apr 2022),0.732
7/1/2023,SIR,Midpoint (Apr 2022),0.635
7/1/2023,SIR,Worst Case (Apr 2022),0.635
7/1/2023,BT,Best Case (May 2020),1
7/1/2023,BT,Midpoint (May 2020),1
7/1/2023,BT,Worst Case (May 2020),1
7/1/2023,BT,Best Case (Nov 2020),1
7/1/2023,BT,Midpoint (Nov 2020),0.97
7/1/2023,BT,Worst Case (Nov 2020),0.94
7/1/2023,BT,Best Case (Dec 2020),1
7/1/2023,BT,Midpoint (Dec 2020),0.97
7/1/2023,BT,Worst Case (Dec 2020),0.94
7/1/2023,MTA Consolidated,Best Case (May 2020),1
7/1/2023,MTA Consolidated,Midpoint (May 2020),1
9/1/2023,LIRR,Midpoint (Apr 2022),0.6884
7/1/2023,MTA Consolidated,Worst Case (May 2020),1
7/1/2023,MTA Consolidated,Best Case (Nov 2020),0.91
7/1/2023,MTA Consolidated,Midpoint (Nov 2020),0.815
7/1/2023,MTA Consolidated,Worst Case (Nov 2020),0.72
7/1/2023,MTA Consolidated,Best Case (Dec 2020),0.9
7/1/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
7/1/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
7/1/2023,MTA Consolidated,Best Case (Apr 2022),0.742
7/1/2023,MTA Consolidated,Midpoint (Apr 2022),0.691
7/1/2023,MTA Consolidated,Worst Case (Apr 2022),0.641
8/1/2023,Subway,Best Case (Dec 2020),0.91
8/1/2023,Subway,Midpoint (Dec 2020),0.865
8/1/2023,Subway,Worst Case (Dec 2020),0.82
8/1/2023,Subway,Best Case (Apr 2022),0.741
8/1/2023,Subway,Midpoint (Apr 2022),0.6901
8/1/2023,Subway,Worst Case (Apr 2022),0.639
8/1/2023,Bus,Best Case (Dec 2020),0.9
8/1/2023,Bus,Midpoint (Dec 2020),0.865
8/1/2023,Bus,Worst Case (Dec 2020),0.83
8/1/2023,Bus,Best Case (Apr 2022),0.786
8/1/2023,Bus,Midpoint (Apr 2022),0.7295
8/1/2023,Bus,Worst Case (Apr 2022),0.673
8/1/2023,LIRR,Best Case (Dec 2020),0.86
8/1/2023,LIRR,Midpoint (Dec 2020),0.785
8/1/2023,LIRR,Worst Case (Dec 2020),0.71
8/1/2023,LIRR,Best Case (Apr 2022),0.733
8/1/2023,LIRR,Midpoint (Apr 2022),0.6793
8/1/2023,LIRR,Worst Case (Apr 2022),0.626
8/1/2023,MNR,Best Case (Dec 2020),0.83
8/1/2023,MNR,Midpoint (Dec 2020),0.74
8/1/2023,MNR,Worst Case (Dec 2020),0.65
8/1/2023,MNR,Best Case (Apr 2022),0.688
8/1/2023,MNR,Midpoint (Apr 2022),0.6282
8/1/2023,MNR,Worst Case (Apr 2022),0.569
8/1/2023,SIR,Best Case (Dec 2020),0.91
8/1/2023,SIR,Midpoint (Dec 2020),0.865
8/1/2023,SIR,Worst Case (Dec 2020),0.82
8/1/2023,SIR,Best Case (Apr 2022),0.741
8/1/2023,SIR,Midpoint (Apr 2022),0.6391
8/1/2023,SIR,Worst Case (Apr 2022),0.639
8/1/2023,BT,Best Case (May 2020),1
8/1/2023,BT,Midpoint (May 2020),1
8/1/2023,BT,Worst Case (May 2020),1
8/1/2023,BT,Best Case (Nov 2020),1
8/1/2023,BT,Midpoint (Nov 2020),0.97
8/1/2023,BT,Worst Case (Nov 2020),0.94
8/1/2023,BT,Best Case (Dec 2020),1
8/1/2023,BT,Midpoint (Dec 2020),0.97
8/1/2023,BT,Worst Case (Dec 2020),0.94
8/1/2023,MTA Consolidated,Best Case (May 2020),1
8/1/2023,MTA Consolidated,Midpoint (May 2020),1
8/1/2023,MTA Consolidated,Worst Case (May 2020),1
8/1/2023,MTA Consolidated,Best Case (Nov 2020),0.91
8/1/2023,MTA Consolidated,Midpoint (Nov 2020),0.815
8/1/2023,MTA Consolidated,Worst Case (Nov 2020),0.72
8/1/2023,MTA Consolidated,Best Case (Dec 2020),0.9
8/1/2023,MTA Consolidated,Midpoint (Dec 2020),0.855
8/1/2023,MTA Consolidated,Worst Case (Dec 2020),0.81
8/1/2023,MTA Consolidated,Best Case (Apr 2022),0.75
8/1/2023,MTA Consolidated,Midpoint (Apr 2022),0.697
8/1/2023,MTA Consolidated,Worst Case (Apr 2022),0.645
9/1/2023,Subway,Best Case (Dec 2020),0.91
9/1/2023,Subway,Midpoint (Dec 2020),0.865
9/1/2023,Subway,Worst Case (Dec 2020),0.82
9/1/2023,Subway,Best Case (Apr 2022),0.75
9/1/2023,Subway,Midpoint (Apr 2022),0.6965
9/1/2023,Subway,Worst Case (Apr 2022),0.643
9/1/2023,Bus,Best Case (Dec 2020),0.9
9/1/2023,Bus,Midpoint (Dec 2020),0.865
9/1/2023,Bus,Worst Case (Dec 2020),0.83
9/1/2023,Bus,Best Case (Apr 2022),0.792
9/1/2023,Bus,Midpoint (Apr 2022),0.7333
9/1/2023,Bus,Worst Case (Apr 2022),0.675
