Month,Agency,Projection,Recovery
6/1/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
6/1/2024,MTA Consolidated,Best Case (Apr 2022),0.8
6/1/2024,MTA Consolidated,Midpoint (Apr 2022),0.734
6/1/2024,MTA Consolidated,Worst Case (Apr 2022),0.667
7/1/2024,Subway,Best Case (Dec 2020),0.92
7/1/2024,Subway,Midpoint (Dec 2020),0.875
7/1/2024,Subway,Worst Case (Dec 2020),0.83
7/1/2024,Subway,Best Case (Apr 2022),0.804
7/1/2024,Subway,Midpoint (Apr 2022),0.7376
7/1/2024,Subway,Worst Case (Apr 2022),0.672
7/1/2024,Bus,Best Case (Dec 2020),0.91
7/1/2024,Bus,Midpoint (Dec 2020),0.875
7/1/2024,Bus,Worst Case (Dec 2020),0.84
7/1/2024,Bus,Best Case (Apr 2022),0.844
7/1/2024,Bus,Midpoint (Apr 2022),0.7758
7/1/2024,Bus,Worst Case (Apr 2022),0.707
7/1/2024,LIRR,Best Case (Dec 2020),0.87
7/1/2024,LIRR,Midpoint (Dec 2020),0.795
7/1/2024,LIRR,Worst Case (Dec 2020),0.72
7/1/2024,LIRR,Best Case (Apr 2022),0.801
7/1/2024,LIRR,Midpoint (Apr 2022),0.7246
7/1/2024,LIRR,Worst Case (Apr 2022),0.648
7/1/2024,MNR,Best Case (Dec 2020),0.83
7/1/2024,MNR,Midpoint (Dec 2020),0.74
7/1/2024,MNR,Worst Case (Dec 2020),0.65
7/1/2024,MNR,Best Case (Apr 2022),0.755
7/1/2024,MNR,Midpoint (Apr 2022),0.6696
7/1/2024,MNR,Worst Case (Apr 2022),0.584
7/1/2024,SIR,Best Case (Dec 2020),0.92
7/1/2024,SIR,Midpoint (Dec 2020),0.875
7/1/2024,SIR,Worst Case (Dec 2020),0.83
7/1/2024,SIR,Best Case (Apr 2022),0.804
7/1/2024,SIR,Midpoint (Apr 2022),0.6717
7/1/2024,SIR,Worst Case (Apr 2022),0.672
7/1/2024,BT,Best Case (May 2020),1
7/1/2024,BT,Midpoint (May 2020),1
7/1/2024,BT,Worst Case (May 2020),1
7/1/2024,BT,Best Case (Nov 2020),1
7/1/2024,BT,Midpoint (Nov 2020),0.97
7/1/2024,BT,Worst Case (Nov 2020),0.94
7/1/2024,BT,Best Case (Dec 2020),1
7/1/2024,BT,Midpoint (Dec 2020),0.97
7/1/2024,BT,Worst Case (Dec 2020),0.94
7/1/2024,MTA Consolidated,Best Case (May 2020),1
7/1/2024,MTA Consolidated,Midpoint (May 2020),1
7/1/2024,MTA Consolidated,Worst Case (May 2020),1
7/1/2024,MTA Consolidated,Best Case (Nov 2020),0.92
7/1/2024,MTA Consolidated,Midpoint (Nov 2020),0.86
7/1/2024,MTA Consolidated,Worst Case (Nov 2020),0.8
7/1/2024,MTA Consolidated,Best Case (Dec 2020),0.91
7/1/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
7/1/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
7/1/2024,MTA Consolidated,Best Case (Apr 2022),0.812
7/1/2024,MTA Consolidated,Midpoint (Apr 2022),0.744
7/1/2024,MTA Consolidated,Worst Case (Apr 2022),0.677
8/1/2024,Subway,Best Case (Dec 2020),0.92
8/1/2024,Subway,Midpoint (Dec 2020),0.875
8/1/2024,Subway,Worst Case (Dec 2020),0.83
8/1/2024,Subway,Best Case (Apr 2022),0.807
8/1/2024,Subway,Midpoint (Apr 2022),0.7407
8/1/2024,Subway,Worst Case (Apr 2022),0.674
8/1/2024,Bus,Best Case (Dec 2020),0.91
8/1/2024,Bus,Midpoint (Dec 2020),0.875
8/1/2024,Bus,Worst Case (Dec 2020),0.84
8/1/2024,Bus,Best Case (Apr 2022),0.846
8/1/2024,Bus,Midpoint (Apr 2022),0.7769
8/1/2024,Bus,Worst Case (Apr 2022),0.708
8/1/2024,LIRR,Best Case (Dec 2020),0.87
8/1/2024,LIRR,Midpoint (Dec 2020),0.795
8/1/2024,LIRR,Worst Case (Dec 2020),0.72
8/1/2024,LIRR,Best Case (Apr 2022),0.806
8/1/2024,LIRR,Midpoint (Apr 2022),0.7285
8/1/2024,LIRR,Worst Case (Apr 2022),0.651
8/1/2024,MNR,Best Case (Dec 2020),0.83
8/1/2024,MNR,Midpoint (Dec 2020),0.74
8/1/2024,MNR,Worst Case (Dec 2020),0.65
8/1/2024,MNR,Best Case (Apr 2022),0.759
8/1/2024,MNR,Midpoint (Apr 2022),0.6726
8/1/2024,MNR,Worst Case (Apr 2022),0.586
8/1/2024,SIR,Best Case (Dec 2020),0.92
8/1/2024,SIR,Midpoint (Dec 2020),0.875
8/1/2024,SIR,Worst Case (Dec 2020),0.83
8/1/2024,SIR,Best Case (Apr 2022),0.807
8/1/2024,SIR,Midpoint (Apr 2022),0.6744
8/1/2024,SIR,Worst Case (Apr 2022),0.674
8/1/2024,BT,Best Case (May 2020),1
8/1/2024,BT,Midpoint (May 2020),1
8/1/2024,BT,Worst Case (May 2020),1
8/1/2024,BT,Best Case (Nov 2020),1
8/1/2024,BT,Midpoint (Nov 2020),0.97
8/1/2024,BT,Worst Case (Nov 2020),0.94
8/1/2024,BT,Best Case (Dec 2020),1
8/1/2024,BT,Midpoint (Dec 2020),0.97
8/1/2024,BT,Worst Case (Dec 2020),0.94
8/1/2024,MTA Consolidated,Best Case (May 2020),1
8/1/2024,MTA Consolidated,Midpoint (May 2020),1
8/1/2024,MTA Consolidated,Worst Case (May 2020),1
8/1/2024,MTA Consolidated,Best Case (Nov 2020),0.92
8/1/2024,MTA Consolidated,Midpoint (Nov 2020),0.86
8/1/2024,MTA Consolidated,Worst Case (Nov 2020),0.8
8/1/2024,MTA Consolidated,Best Case (Dec 2020),0.91
8/1/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
8/1/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
8/1/2024,MTA Consolidated,Best Case (Apr 2022),0.815
8/1/2024,MTA Consolidated,Midpoint (Apr 2022),0.747
8/1/2024,MTA Consolidated,Worst Case (Apr 2022),0.679
9/1/2024,Subway,Best Case (Dec 2020),0.92
9/1/2024,Subway,Midpoint (Dec 2020),0.875
9/1/2024,Subway,Worst Case (Dec 2020),0.83
9/1/2024,Subway,Best Case (Apr 2022),0.811
9/1/2024,Subway,Midpoint (Apr 2022),0.7439
9/1/2024,Subway,Worst Case (Apr 2022),0.677
9/1/2024,Bus,Best Case (Dec 2020),0.91
9/1/2024,Bus,Midpoint (Dec 2020),0.875
9/1/2024,Bus,Worst Case (Dec 2020),0.84
9/1/2024,Bus,Best Case (Apr 2022),0.847
9/1/2024,Bus,Midpoint (Apr 2022),0.778
9/1/2024,Bus,Worst Case (Apr 2022),0.709
9/1/2024,LIRR,Best Case (Dec 2020),0.87
9/1/2024,LIRR,Midpoint (Dec 2020),0.795
9/1/2024,LIRR,Worst Case (Dec 2020),0.72
9/1/2024,LIRR,Best Case (Apr 2022),0.811
9/1/2024,LIRR,Midpoint (Apr 2022),0.7324
9/1/2024,LIRR,Worst Case (Apr 2022),0.654
9/1/2024,MNR,Best Case (Dec 2020),0.83
9/1/2024,MNR,Midpoint (Dec 2020),0.74
9/1/2024,MNR,Worst Case (Dec 2020),0.65
9/1/2024,MNR,Best Case (Apr 2022),0.763
9/1/2024,MNR,Midpoint (Apr 2022),0.6757
9/1/2024,MNR,Worst Case (Apr 2022),0.589
9/1/2024,SIR,Best Case (Dec 2020),0.92
9/1/2024,SIR,Midpoint (Dec 2020),0.875
9/1/2024,SIR,Worst Case (Dec 2020),0.83
9/1/2024,SIR,Best Case (Apr 2022),0.811
9/1/2024,SIR,Midpoint (Apr 2022),0.6772
9/1/2024,SIR,Worst Case (Apr 2022),0.677
9/1/2024,BT,Best Case (May 2020),1
9/1/2024,BT,Midpoint (May 2020),1
9/1/2024,BT,Worst Case (May 2020),1
9/1/2024,BT,Best Case (Nov 2020),1
9/1/2024,BT,Midpoint (Nov 2020),0.97
9/1/2024,BT,Worst Case (Nov 2020),0.94
9/1/2024,BT,Best Case (Dec 2020),1
9/1/2024,BT,Midpoint (Dec 2020),0.97
9/1/2024,BT,Worst Case (Dec 2020),0.94
9/1/2024,MTA Consolidated,Best Case (May 2020),1
9/1/2024,MTA Consolidated,Midpoint (May 2020),1
9/1/2024,MTA Consolidated,Worst Case (May 2020),1
9/1/2024,MTA Consolidated,Best Case (Nov 2020),0.92
9/1/2024,MTA Consolidated,Midpoint (Nov 2020),0.86
9/1/2024,MTA Consolidated,Worst Case (Nov 2020),0.8
9/1/2024,MTA Consolidated,Best Case (Dec 2020),0.91
9/1/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
9/1/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
9/1/2024,MTA Consolidated,Best Case (Apr 2022),0.818
9/1/2024,MTA Consolidated,Midpoint (Apr 2022),0.75
9/1/2024,MTA Consolidated,Worst Case (Apr 2022),0.681
10/1/2024,Subway,Best Case (Dec 2020),0.92
10/1/2024,Subway,Midpoint (Dec 2020),0.875
10/1/2024,Subway,Worst Case (Dec 2020),0.83
10/1/2024,Subway,Best Case (Apr 2022),0.823
10/1/2024,Subway,Midpoint (Apr 2022),0.7552
10/1/2024,Subway,Worst Case (Apr 2022),0.687
10/1/2024,Bus,Best Case (Dec 2020),0.91
10/1/2024,Bus,Midpoint (Dec 2020),0.875
10/1/2024,Bus,Worst Case (Dec 2020),0.84
10/1/2024,Bus,Best Case (Apr 2022),0.854
10/1/2024,Bus,Midpoint (Apr 2022),0.7845
10/1/2024,Bus,Worst Case (Apr 2022),0.715
10/1/2024,LIRR,Best Case (Dec 2020),0.87
10/1/2024,LIRR,Midpoint (Dec 2020),0.795
10/1/2024,LIRR,Worst Case (Dec 2020),0.72
10/1/2024,LIRR,Best Case (Apr 2022),0.821
10/1/2024,LIRR,Midpoint (Apr 2022),0.7422
10/1/2024,LIRR,Worst Case (Apr 2022),0.663
10/1/2024,MNR,Best Case (Dec 2020),0.83
10/1/2024,MNR,Midpoint (Dec 2020),0.74
10/1/2024,MNR,Worst Case (Dec 2020),0.65
10/1/2024,MNR,Best Case (Apr 2022),0.773
10/1/2024,MNR,Midpoint (Apr 2022),0.6841
10/1/2024,MNR,Worst Case (Apr 2022),0.595
10/1/2024,SIR,Best Case (Dec 2020),0.92
10/1/2024,SIR,Midpoint (Dec 2020),0.875
10/1/2024,SIR,Worst Case (Dec 2020),0.83
10/1/2024,SIR,Best Case (Apr 2022),0.823
10/1/2024,SIR,Midpoint (Apr 2022),0.6872
10/1/2024,SIR,Worst Case (Apr 2022),0.687
10/1/2024,BT,Best Case (May 2020),1
10/1/2024,BT,Midpoint (May 2020),1
10/1/2024,BT,Worst Case (May 2020),1
10/1/2024,BT,Best Case (Nov 2020),1
10/1/2024,BT,Midpoint (Nov 2020),0.97
10/1/2024,BT,Worst Case (Nov 2020),0.94
10/1/2024,BT,Best Case (Dec 2020),1
10/1/2024,BT,Midpoint (Dec 2020),0.97
10/1/2024,BT,Worst Case (Dec 2020),0.94
10/1/2024,MTA Consolidated,Best Case (May 2020),1
10/1/2024,MTA Consolidated,Midpoint (May 2020),1
10/1/2024,MTA Consolidated,Worst Case (May 2020),1
10/1/2024,MTA Consolidated,Best Case (Nov 2020),0.92
10/1/2024,MTA Consolidated,Midpoint (Nov 2020),0.86
10/1/2024,MTA Consolidated,Worst Case (Nov 2020),0.8
10/1/2024,MTA Consolidated,Best Case (Dec 2020),0.91
10/1/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
10/1/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
10/1/2024,MTA Consolidated,Best Case (Apr 2022),0.829
10/1/2024,MTA Consolidated,Midpoint (Apr 2022),0.76
10/1/2024,MTA Consolidated,Worst Case (Apr 2022),0.69
11/1/2024,Subway,Best Case (Dec 2020),0.92
11/1/2024,Subway,Midpoint (Dec 2020),0.875
11/1/2024,Subway,Worst Case (Dec 2020),0.83
11/1/2024,Subway,Best Case (Apr 2022),0.817
11/1/2024,Subway,Midpoint (Apr 2022),0.7501
11/1/2024,Subway,Worst Case (Apr 2022),0.683
11/1/2024,Bus,Best Case (Dec 2020),0.91
11/1/2024,Bus,Midpoint (Dec 2020),0.875
11/1/2024,Bus,Worst Case (Dec 2020),0.84
11/1/2024,Bus,Best Case (Apr 2022),0.85
11/1/2024,Bus,Midpoint (Apr 2022),0.7802
11/1/2024,Bus,Worst Case (Apr 2022),0.71
11/1/2024,LIRR,Best Case (Dec 2020),0.87
11/1/2024,LIRR,Midpoint (Dec 2020),0.795
11/1/2024,LIRR,Worst Case (Dec 2020),0.72
11/1/2024,LIRR,Best Case (Apr 2022),0.82
11/1/2024,LIRR,Midpoint (Apr 2022),0.7403
11/1/2024,LIRR,Worst Case (Apr 2022),0.661
11/1/2024,MNR,Best Case (Dec 2020),0.83
11/1/2024,MNR,Midpoint (Dec 2020),0.74
11/1/2024,MNR,Worst Case (Dec 2020),0.65
11/1/2024,MNR,Best Case (Apr 2022),0.77
11/1/2024,MNR,Midpoint (Apr 2022),0.6817
11/1/2024,MNR,Worst Case (Apr 2022),0.593
11/1/2024,SIR,Best Case (Dec 2020),0.92
11/1/2024,SIR,Midpoint (Dec 2020),0.875
11/1/2024,SIR,Worst Case (Dec 2020),0.83
11/1/2024,SIR,Best Case (Apr 2022),0.817
11/1/2024,SIR,Midpoint (Apr 2022),0.6827
11/1/2024,SIR,Worst Case (Apr 2022),0.683
11/1/2024,BT,Best Case (May 2020),1
11/1/2024,BT,Midpoint (May 2020),1
11/1/2024,BT,Worst Case (May 2020),1
11/1/2024,BT,Best Case (Nov 2020),1
11/1/2024,BT,Midpoint (Nov 2020),0.97
11/1/2024,BT,Worst Case (Nov 2020),0.94
11/1/2024,BT,Best Case (Dec 2020),1
11/1/2024,BT,Midpoint (Dec 2020),0.97
11/1/2024,BT,Worst Case (Dec 2020),0.94
11/1/2024,MTA Consolidated,Best Case (May 2020),1
11/1/2024,MTA Consolidated,Midpoint (May 2020),1
11/1/2024,MTA Consolidated,Worst Case (May 2020),1
11/1/2024,MTA Consolidated,Best Case (Nov 2020),0.92
11/1/2024,MTA Consolidated,Midpoint (Nov 2020),0.86
11/1/2024,MTA Consolidated,Worst Case (Nov 2020),0.8
11/1/2024,MTA Consolidated,Best Case (Dec 2020),0.91
11/1/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
11/1/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
11/1/2024,MTA Consolidated,Best Case (Apr 2022),0.824
11/1/2024,MTA Consolidated,Midpoint (Apr 2022),0.755
11/1/2024,MTA Consolidated,Worst Case (Apr 2022),0.686
12/1/2024,Subway,Best Case (Dec 2020),0.92
12/1/2024,Subway,Midpoint (Dec 2020),0.875
12/1/2024,Subway,Worst Case (Dec 2020),0.83
12/1/2024,Subway,Best Case (Apr 2022),0.812
12/1/2024,Subway,Midpoint (Apr 2022),0.745
12/1/2024,Subway,Worst Case (Apr 2022),0.678
12/1/2024,Bus,Best Case (Dec 2020),0.91
12/1/2024,Bus,Midpoint (Dec 2020),0.875
12/1/2024,Bus,Worst Case (Dec 2020),0.84
12/1/2024,Bus,Best Case (Apr 2022),0.845
12/1/2024,Bus,Midpoint (Apr 2022),0.7758
12/1/2024,Bus,Worst Case (Apr 2022),0.706
12/1/2024,LIRR,Best Case (Dec 2020),0.87
12/1/2024,LIRR,Midpoint (Dec 2020),0.795
12/1/2024,LIRR,Worst Case (Dec 2020),0.72
12/1/2024,LIRR,Best Case (Apr 2022),0.819
12/1/2024,LIRR,Midpoint (Apr 2022),0.7384
12/1/2024,LIRR,Worst Case (Apr 2022),0.658
12/1/2024,MNR,Best Case (Dec 2020),0.83
12/1/2024,MNR,Midpoint (Dec 2020),0.74
12/1/2024,MNR,Worst Case (Dec 2020),0.65
12/1/2024,MNR,Best Case (Apr 2022),0.767
12/1/2024,MNR,Midpoint (Apr 2022),0.6793
12/1/2024,MNR,Worst Case (Apr 2022),0.591
12/1/2024,SIR,Best Case (Dec 2020),0.92
12/1/2024,SIR,Midpoint (Dec 2020),0.875
12/1/2024,SIR,Worst Case (Dec 2020),0.83
12/1/2024,SIR,Best Case (Apr 2022),0.812
12/1/2024,SIR,Midpoint (Apr 2022),0.6782
12/1/2024,SIR,Worst Case (Apr 2022),0.678
12/1/2024,BT,Best Case (May 2020),1
12/1/2024,BT,Midpoint (May 2020),1
12/1/2024,BT,Worst Case (May 2020),1
12/1/2024,BT,Best Case (Nov 2020),1
12/1/2024,BT,Midpoint (Nov 2020),0.97
12/1/2024,BT,Worst Case (Nov 2020),0.94
12/1/2024,BT,Best Case (Dec 2020),1
12/1/2024,BT,Midpoint (Dec 2020),0.97
12/1/2024,BT,Worst Case (Dec 2020),0.94
12/1/2024,MTA Consolidated,Best Case (May 2020),1
12/1/2024,MTA Consolidated,Midpoint (May 2020),1
12/1/2024,MTA Consolidated,Worst Case (May 2020),1
12/1/2024,MTA Consolidated,Best Case (Nov 2020),0.92
12/1/2024,MTA Consolidated,Midpoint (Nov 2020),0.86
12/1/2024,MTA Consolidated,Worst Case (Nov 2020),0.8
12/1/2024,MTA Consolidated,Best Case (Dec 2020),0.91
12/1/2024,MTA Consolidated,Midpoint (Dec 2020),0.865
12/1/2024,MTA Consolidated,Worst Case (Dec 2020),0.82
12/1/2024,MTA Consolidated,Best Case (Apr 2022),0.819
12/1/2024,MTA Consolidated,Midpoint (Apr 2022),0.75
12/1/2024,MTA Consolidated,Worst Case (Apr 2022),0.681
1/1/2025,Subway,Best Case (Apr 2022),0.798
1/1/2025,Subway,Midpoint (Apr 2022),0.733
1/1/2025,Subway,Worst Case (Apr 2022),0.668
1/1/2025,Bus,Best Case (Apr 2022),0.828
1/1/2025,Bus,Midpoint (Apr 2022),0.7593
1/1/2025,Bus,Worst Case (Apr 2022),0.691
1/1/2025,LIRR,Best Case (Apr 2022),0.815
1/1/2025,LIRR,Midpoint (Apr 2022),0.7334
1/1/2025,LIRR,Worst Case (Apr 2022),0.652
1/1/2025,MNR,Best Case (Apr 2022),0.761
1/1/2025,MNR,Midpoint (Apr 2022),0.6742
1/1/2025,MNR,Worst Case (Apr 2022),0.587
1/1/2025,SIR,Best Case (Apr 2022),0.798
1/1/2025,SIR,Midpoint (Apr 2022),0.6675
1/1/2025,SIR,Worst Case (Apr 2022),0.668
1/1/2025,MTA Consolidated,Best Case (Apr 2022),0.805
1/1/2025,MTA Consolidated,Midpoint (Apr 2022),0.738
1/1/2025,MTA Consolidated,Worst Case (Apr 2022),0.67
2/1/2025,Subway,Best Case (Apr 2022),0.801
2/1/2025,Subway,Midpoint (Apr 2022),0.7349
2/1/2025,Subway,Worst Case (Apr 2022),0.669
2/1/2025,Bus,Best Case (Apr 2022),0.836
2/1/2025,Bus,Midpoint (Apr 2022),0.7672
2/1/2025,Bus,Worst Case (Apr 2022),0.698
2/1/2025,LIRR,Best Case (Apr 2022),0.816
2/1/2025,LIRR,Midpoint (Apr 2022),0.7346
2/1/2025,LIRR,Worst Case (Apr 2022),0.653
2/1/2025,MNR,Best Case (Apr 2022),0.762
2/1/2025,MNR,Midpoint (Apr 2022),0.6745
2/1/2025,MNR,Worst Case (Apr 2022),0.587
2/1/2025,SIR,Best Case (Apr 2022),0.801
2/1/2025,SIR,Midpoint (Apr 2022),0.6692
2/1/2025,SIR,Worst Case (Apr 2022),0.669
2/1/2025,MTA Consolidated,Best Case (Apr 2022),0.809
2/1/2025,MTA Consolidated,Midpoint (Apr 2022),0.741
2/1/2025,MTA Consolidated,Worst Case (Apr 2022),0.673
3/1/2025,Subway,Best Case (Apr 2022),0.803
3/1/2025,Subway,Midpoint (Apr 2022),0.7368
3/1/2025,Subway,Worst Case (Apr 2022),0.671
3/1/2025,Bus,Best Case (Apr 2022),0.845
3/1/2025,Bus,Midpoint (Apr 2022),0.775
3/1/2025,Bus,Worst Case (Apr 2022),0.705
3/1/2025,LIRR,Best Case (Apr 2022),0.818
3/1/2025,LIRR,Midpoint (Apr 2022),0.7358
3/1/2025,LIRR,Worst Case (Apr 2022),0.654
3/1/2025,MNR,Best Case (Apr 2022),0.763
3/1/2025,MNR,Midpoint (Apr 2022),0.6749
3/1/2025,MNR,Worst Case (Apr 2022),0.587
3/1/2025,SIR,Best Case (Apr 2022),0.803
3/1/2025,SIR,Midpoint (Apr 2022),0.6709
3/1/2025,SIR,Worst Case (Apr 2022),0.671
3/1/2025,MTA Consolidated,Best Case (Apr 2022),0.813
3/1/2025,MTA Consolidated,Midpoint (Apr 2022),0.744
3/1/2025,MTA Consolidated,Worst Case (Apr 2022),0.676
4/1/2025,Subway,Best Case (Apr 2022),0.798
4/1/2025,Subway,Midpoint (Apr 2022),0.7325
4/1/2025,Subway,Worst Case (Apr 2022),0.667
4/1/2025,Bus,Best Case (Apr 2022),0.857
4/1/2025,Bus,Midpoint (Apr 2022),0.7861
4/1/2025,Bus,Worst Case (Apr 2022),0.715
4/1/2025,LIRR,Best Case (Apr 2022),0.818
4/1/2025,LIRR,Midpoint (Apr 2022),0.7357
4/1/2025,LIRR,Worst Case (Apr 2022),0.653
4/1/2025,MNR,Best Case (Apr 2022),0.762
4/1/2025,MNR,Midpoint (Apr 2022),0.6742
4/1/2025,MNR,Worst Case (Apr 2022),0.586
4/1/2025,SIR,Best Case (Apr 2022),0.798
4/1/2025,SIR,Midpoint (Apr 2022),0.667
4/1/2025,SIR,Worst Case (Apr 2022),0.667
4/1/2025,MTA Consolidated,Best Case (Apr 2022),0.813
4/1/2025,MTA Consolidated,Midpoint (Apr 2022),0.744
4/1/2025,MTA Consolidated,Worst Case (Apr 2022),0.676
5/1/2025,Subway,Best Case (Apr 2022),0.807
5/1/2025,Subway,Midpoint (Apr 2022),0.7407
5/1/2025,Subway,Worst Case (Apr 2022),0.674
5/1/2025,Bus,Best Case (Apr 2022),0.863
5/1/2025,Bus,Midpoint (Apr 2022),0.7907
5/1/2025,Bus,Worst Case (Apr 2022),0.719
5/1/2025,LIRR,Best Case (Apr 2022),0.821
5/1/2025,LIRR,Midpoint (Apr 2022),0.7381
5/1/2025,LIRR,Worst Case (Apr 2022),0.655
5/1/2025,MNR,Best Case (Apr 2022),0.764
5/1/2025,MNR,Midpoint (Apr 2022),0.6757
5/1/2025,MNR,Worst Case (Apr 2022),0.587
5/1/2025,SIR,Best Case (Apr 2022),0.807
5/1/2025,SIR,Midpoint (Apr 2022),0.6743
5/1/2025,SIR,Worst Case (Apr 2022),0.674
5/1/2025,MTA Consolidated,Best Case (Apr 2022),0.82
5/1/2025,MTA Consolidated,Midpoint (Apr 2022),0.751
5/1/2025,MTA Consolidated,Worst Case (Apr 2022),0.682
6/1/2025,Subway,Best Case (Apr 2022),0.816
6/1/2025,Subway,Midpoint (Apr 2022),0.7488
6/1/2025,Subway,Worst Case (Apr 2022),0.682
6/1/2025,Bus,Best Case (Apr 2022),0.868
6/1/2025,Bus,Midpoint (Apr 2022),0.7953
6/1/2025,Bus,Worst Case (Apr 2022),0.723
6/1/2025,LIRR,Best Case (Apr 2022),0.824
6/1/2025,LIRR,Midpoint (Apr 2022),0.7405
6/1/2025,LIRR,Worst Case (Apr 2022),0.657
6/1/2025,MNR,Best Case (Apr 2022),0.766
6/1/2025,MNR,Midpoint (Apr 2022),0.6772
6/1/2025,MNR,Worst Case (Apr 2022),0.588
6/1/2025,SIR,Best Case (Apr 2022),0.816
6/1/2025,SIR,Midpoint (Apr 2022),0.6817
6/1/2025,SIR,Worst Case (Apr 2022),0.682
6/1/2025,MTA Consolidated,Best Case (Apr 2022),0.828
6/1/2025,MTA Consolidated,Midpoint (Apr 2022),0.758
6/1/2025,MTA Consolidated,Worst Case (Apr 2022),0.688
7/1/2025,Subway,Best Case (Apr 2022),0.831
7/1/2025,Subway,Midpoint (Apr 2022),0.7621
7/1/2025,Subway,Worst Case (Apr 2022),0.694
7/1/2025,Bus,Best Case (Apr 2022),0.877
7/1/2025,Bus,Midpoint (Apr 2022),0.8035
7/1/2025,Bus,Worst Case (Apr 2022),0.73
7/1/2025,LIRR,Best Case (Apr 2022),0.825
7/1/2025,LIRR,Midpoint (Apr 2022),0.7415
7/1/2025,LIRR,Worst Case (Apr 2022),0.658
7/1/2025,MNR,Best Case (Apr 2022),0.766
7/1/2025,MNR,Midpoint (Apr 2022),0.6773
7/1/2025,MNR,Worst Case (Apr 2022),0.588
7/1/2025,SIR,Best Case (Apr 2022),0.831
7/1/2025,SIR,Midpoint (Apr 2022),0.6937
7/1/2025,SIR,Worst Case (Apr 2022),0.694
7/1/2025,MTA Consolidated,Best Case (Apr 2022),0.84
7/1/2025,MTA Consolidated,Midpoint (Apr 2022),0.769
7/1/2025,MTA Consolidated,Worst Case (Apr 2022),0.697
8/1/2025,Subway,Best Case (Apr 2022),0.834
8/1/2025,Subway,Midpoint (Apr 2022),0.7651
8/1/2025,Subway,Worst Case (Apr 2022),0.696
8/1/2025,Bus,Best Case (Apr 2022),0.878
8/1/2025,Bus,Midpoint (Apr 2022),0.8045
8/1/2025,Bus,Worst Case (Apr 2022),0.731
8/1/2025,LIRR,Best Case (Apr 2022),0.83
8/1/2025,LIRR,Midpoint (Apr 2022),0.7453
8/1/2025,LIRR,Worst Case (Apr 2022),0.661
8/1/2025,MNR,Best Case (Apr 2022),0.77
8/1/2025,MNR,Midpoint (Apr 2022),0.6802
8/1/2025,MNR,Worst Case (Apr 2022),0.591
8/1/2025,SIR,Best Case (Apr 2022),0.834
8/1/2025,SIR,Midpoint (Apr 2022),0.6963
8/1/2025,SIR,Worst Case (Apr 2022),0.696
8/1/2025,MTA Consolidated,Best Case (Apr 2022),0.843
8/1/2025,MTA Consolidated,Midpoint (Apr 2022),0.771
8/1/2025,MTA Consolidated,Worst Case (Apr 2022),0.7
9/1/2025,Subway,Best Case (Apr 2022),0.837
9/1/2025,Subway,Midpoint (Apr 2022),0.7681
9/1/2025,Subway,Worst Case (Apr 2022),0.699
9/1/2025,Bus,Best Case (Apr 2022),0.88
9/1/2025,Bus,Midpoint (Apr 2022),0.8055
9/1/2025,Bus,Worst Case (Apr 2022),0.731
9/1/2025,LIRR,Best Case (Apr 2022),0.834
9/1/2025,LIRR,Midpoint (Apr 2022),0.7491
9/1/2025,LIRR,Worst Case (Apr 2022),0.664
9/1/2025,MNR,Best Case (Apr 2022),0.773
9/1/2025,MNR,Midpoint (Apr 2022),0.683
9/1/2025,MNR,Worst Case (Apr 2022),0.593
9/1/2025,SIR,Best Case (Apr 2022),0.837
9/1/2025,SIR,Midpoint (Apr 2022),0.699
9/1/2025,SIR,Worst Case (Apr 2022),0.699
9/1/2025,MTA Consolidated,Best Case (Apr 2022),0.846
9/1/2025,MTA Consolidated,Midpoint (Apr 2022),0.774
9/1/2025,MTA Consolidated,Worst Case (Apr 2022),0.702
10/1/2025,Subway,Best Case (Apr 2022),0.85
10/1/2025,Subway,Midpoint (Apr 2022),0.7795
10/1/2025,Subway,Worst Case (Apr 2022),0.709
10/1/2025,Bus,Best Case (Apr 2022),0.887
10/1/2025,Bus,Midpoint (Apr 2022),0.812
10/1/2025,Bus,Worst Case (Apr 2022),0.737
10/1/2025,LIRR,Best Case (Apr 2022),0.844
10/1/2025,LIRR,Midpoint (Apr 2022),0.7588
10/1/2025,LIRR,Worst Case (Apr 2022),0.673
10/1/2025,MNR,Best Case (Apr 2022),0.783
10/1/2025,MNR,Midpoint (Apr 2022),0.6913
10/1/2025,MNR,Worst Case (Apr 2022),0.6
10/1/2025,SIR,Best Case (Apr 2022),0.85
10/1/2025,SIR,Midpoint (Apr 2022),0.7091
10/1/2025,SIR,Worst Case (Apr 2022),0.709
10/1/2025,MTA Consolidated,Best Case (Apr 2022),0.857
10/1/2025,MTA Consolidated,Midpoint (Apr 2022),0.784
